"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100001580,209,37478,127695,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1593,"NAMED","AVKOENOBFIYBSA-WMPRHZDHSA-N","OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","docosapentaenoate (n6 DPA; 22:5n6)","docosapentaenoate (n6 DPA; 22:5n6)","25182-74-5","4945614","HMDB0001976","C16513","6441454","Neg"
100001586,305,46957,148205,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4377,"NAMED","RGHNJXZEOKUKBD-NRXMZTRTSA-N","OC([C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)=O","gulonate*","gulonate*","20246-53-1","7969943","HMDB0003290","C00800","152304","Polar"
100001590,209,35437,128229,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",432,"NAMED","DCICDMMXFIELDF-UHFFFAOYSA-N","O=C(O)CNC(C(C)C)=O","isobutyrylglycine","isobutyrylglycine (C4)","15926-18-8","9030891","HMDB0000730",NA,"10855600","Neg"
100001593,400,44664,157075,"Amino Acid","Lysine Metabolism",129,"NAMED","NXJAXUYOQLTISD-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCC(O)=O)=O)=O","glutarylcarnitine (C5-DC)","glutarylcarnitine (C5-DC)","102636-82-8","21403175","HMDB0013130",NA,"71317118","Pos Early"
100001594,400,35433,156184,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",369,"NAMED","IGLHHSKNBDXCEY-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CC(O)(C)C)=O)=O","beta-hydroxyisovaleroylcarnitine","beta-hydroxyisovaleroylcarnitine","99159-87-2","21403176",NA,NA,NA,"Pos Early"
100001596,400,35482,156193,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1792,"NAMED","XROYFEWIXXCPAW-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(C(C)C(O)=O)=O)=O","2-methylmalonylcarnitine (C4-DC)","2-methylmalonylcarnitine (C4-DC)","149181-64-6","21403178","HMDB0013133",NA,"53481628","Pos Early"
100001597,400,35428,156182,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",405,"NAMED","WURBQCVBQNMUQT-RMKNXTFCSA-N","[O-]C(CC(C[N+](C)(C)C)OC(/C(C)=C/C)=O)=O","tiglylcarnitine (C5:1-DC)","tiglyl carnitine (C5)","64191-86-2","17216200","HMDB0002366",NA,"22833596","Pos Early"
100001604,209,35322,144222,"Xenobiotics","Drug - Topical Agents",5987,"NAMED","FPXPQMOQWJZYBL-UHFFFAOYSA-N","OC1=CC=C(C=C1)OS(=O)(O)=O","hydroquinone sulfate","hydroquinone sulfate","123-31-9","141624","HMDB0240263","C00530","161220","Neg"
100001605,209,35320,143730,"Xenobiotics","Benzoate Metabolism",4519,"NAMED","MZPWKJZDOCIALD-UHFFFAOYSA-N","O=S(OC1=C(O)C=CC=C1)(O)=O","catechol sulfate","catechol sulfate","4918-96-1","2341024","HMDB0059724",NA,"3083879","Neg"
100001606,305,35324,238705,"Lipid","Sterol",3212,"NAMED","BHYOQNUELFTYRT-UHFFFAOYSA-N","CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CCC(OS(=O)(O)=O)C3)C)C4CC1","cholesterol sulfate","cholesterol sulfate","2864-50-8","4371550","HMDB00653","C18043","65076","Polar"
100001609,209,36776,128301,"Lipid","Sterol",3225,"NAMED","SATGKQGFUDXGAX-MYWFJNCASA-N","O=C(C(CCC[C@H]([C@H]1CC[C@H]2[C@H]3[C@@H]([C@]4(C)C(C[C@H]3O)=CC(CC4)=O)CC[C@@]21C)C)C)O","7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","7-HOCA","115538-85-7","2338765","HMDB0012458","C17337","3081085","Neg"
100001611,209,36803,143803,"Lipid","Sterol",3227,"NAMED","GYJSAWZGYQXRBS-GRJZKGIBSA-N","O[C@H]1[C@@]([C@@](CC2)([H])[C@](CC[C@@H]3O)(C)C(C3)=C1)([H])[C@@]4([H])[C@@]2(C)[C@]([C@H](C)CCCC(C)C(O)=O)([H])CC4","3beta,7alpha-dihydroxy-5-cholestenoate","3beta,7alpha-dihydroxy-5-cholestenoate","115538-84-6","2338764","HMDB0012454","C17335","3081084","Neg"
100001612,400,35665,156223,"Amino Acid","Glutamate Metabolism",57,"NAMED","OPVPGKGADVGKTG-UHFFFAOYSA-N","CC(NC(C(NC(CCC(O)=O)C(O)=O)=O)CC(O)=O)=O","N-acetyl-aspartyl-glutamate (NAAG)","N-acetyl-aspartyl-glutamate (NAAG)","3106-85-2","5065","HMDB0001067","C12270","188803","Pos Early"
100001613,209,35669,128271,"Lipid","Fatty Acid, Dicarboxylate",1708,"NAMED","HQHCYKULIHKCEB-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCC(O)=O","tetradecanedioate (C14-DC)","tetradecanedioate (C14)","821-38-5","12630","HMDB0000872",NA,"13185","Neg"
100001614,209,35678,128277,"Lipid","Fatty Acid, Dicarboxylate",1712,"NAMED","QQHJDPROMQRDLA-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCC(O)=O","hexadecanedioate (C16-DC)","hexadecanedioate (C16)","505-54-4","10027","HMDB0000672","C19615","10459","Neg"
100001615,209,36754,128289,"Lipid","Fatty Acid, Dicarboxylate",1715,"NAMED","BNJOQKFENDDGSC-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCC(O)=O","octadecanedioate (C18-DC)","octadecanedioate (C18)","871-70-5","63283","HMDB0000782",NA,"70095","Neg"
100001617,209,42395,128311,"Lipid","Fatty Acid, Dicarboxylate",1700,"NAMED","LWBHHRRTOZQPDM-UHFFFAOYSA-N","O=C(O)CCCCCCCCCC(O)=O","undecanedioate (C11-DC)","undecanedioate (C11-DC)","1852-04-6","15037","HMDB0000888",NA,"15816","Neg"
100001620,305,37455,146982,"Lipid","Phospholipid Metabolism",2257,"NAMED","JZNWSCPGTDBMEW-UHFFFAOYSA-N","O=P(OCCN)(O)OCC(CO)O","glycerophosphoethanolamine","glycerophosphoethanolamine","33049-08-0","110410","HMDB0000114","C01233","123874","Polar"
100001624,209,35635,128251,"Xenobiotics","Benzoate Metabolism",4592,"NAMED","QVWAEZJXDYOKEH-UHFFFAOYSA-N","O=C(CCC1=CC(O)=CC=C1)O","3-(3-hydroxyphenyl)propionate","3-(3-hydroxyphenyl)propionate","621-54-5","89","HMDB0000375","C11457","91","Neg"
100001635,400,35651,156211,"Xenobiotics","Chemical",6177,"NAMED","WQXNXVUDBPYKBA-YFKPBYRVSA-N","O=[C@](O)[C@H]1N=C(C)NCC1","ectoine","ectoine","96702-03-3","112069","HMDB0240650","C06231","126041","Pos Early"
100001657,209,32620,142564,"Lipid","Secondary Bile Acid Metabolism",3519,"NAMED","FHXBAFXQVZOILS-OETIFKLTSA-N","C[C@]12[C@@]([C@@]([C@@](CC2)([H])[C@](CC3)(C)[C@@]4([H])C[C@@H]3OS(=O)(O)=O)(CC4)[H])([H])CC[C@]1([H])[C@H](C)CCC(NCC(O)=O)=O","glycolithocholate sulfate*","glycolithocholate sulfate*","15324-64-8","65188","HMDB0002639","C11301","72222","Neg"
100001658,209,36850,128309,"Lipid","Secondary Bile Acid Metabolism",3521,"NAMED","HSNPMXROZIQAQD-VUIPEFFGSA-N","C[C@@]([C@]([C@@](CC1)([H])[C@@]2([H])[C@](CC3)(C)[C@]1([H])C[C@@H]3OS(=O)(O)=O)(CC4)[H])(CC2)[C@]4([H])[C@H](C)CCC(NCCS(O)(=O)=O)=O","taurolithocholate 3-sulfate","taurolithocholate 3-sulfate","64936-83-0","389078","HMDB0002580","C03642","440071","Neg"
100001662,400,36747,156251,"Lipid","Carnitine Metabolism",1948,"NAMED","JHPNVNIEXXLNTR-UHFFFAOYSA-N","C[N+](C)(C)CCCC([O-])=O","deoxycarnitine","deoxycarnitine","6249-56-5","705","HMDB0001161","C01181","22620","Pos Early"
100001664,305,48130,219358,"Nucleotide","Purine Metabolism, Adenine containing",4193,"NAMED","VKGZCEJTCKHMRL-UHFFFAOYSA-N","OCC(O1)C(O)C(O)C1N2C=NC3=C(NC(CC(O)=O)C(O)=O)N=CN=C32","N6-succinyladenosine","N6-succinyladenosine","4542-23-8",NA,"HMDB0000912",NA,"165243","Polar"
100001668,400,61868,218616,"Amino Acid","Histidine Metabolism",98,"NAMED","AHPWEWASPTZMEK-UHFFFAOYSA-N","OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2","1-ribosyl-imidazoleacetate*","1-ribosyl-imidazoleacetate*","29605-99-0","4292299","HMDB0002331","C05131","440569","Pos Early"
100001723,209,37073,127601,"Lipid","Fatty Acid, Monohydroxy",1975,"NAMED","NYHNVHGFPZAZGA-UHFFFAOYSA-N","O=C(C(CCCC)O)O","alpha-hydroxycaproate","alpha-hydroxycaproate","6064-63-7","90191","HMDB0001624",NA,"99824","Neg"
100001730,305,62952,220827,"Lipid","Fatty Acid, Dihydroxy",2054,"NAMED","DZAIOXUZHHTJKN-UHFFFAOYSA-N","O=C(CC(CO)O)O","3,4-dihydroxybutyrate","3,4-dihydroxybutyrate","51267-44-8",NA,"HMDB0000337",NA,"150929","Polar"
100001731,400,42087,156908,"Amino Acid","Tryptophan Metabolism",312,"NAMED","DVJIJAYHBZALOJ-UHFFFAOYSA-N","O=C(NC(CCC(N)=O)C(O)=O)CC1=CNC2=C1C=CC=C2","indoleacetylglutamine","indoleacetylglutamine",NA,NA,"HMDB0013240",NA,"25200879","Pos Early"
100001733,209,54907,208284,"Lipid","Fatty Acid Metabolism (Acyl Glutamine)",1798,"NAMED","NONGMLDQXRDGIT-UHFFFAOYSA-N","O=C(CCCCC)NC(CCC(N)=O)C(O)=O","hexanoylglutamine","hexanoylglutamine",NA,NA,NA,NA,NA,"Neg"
100001734,209,36752,128287,"Amino Acid","Lysine Metabolism",109,"NAMED","DTERQYGMUDWYAZ-ZETCQYMHSA-N","N[C@@H](CCCCNC(C)=O)C(O)=O","N6-acetyllysine","N6-acetyllysine","692-04-6","83801","HMDB0000206","C02727","92832","Neg"
100001739,209,35718,143707,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1589,"NAMED","AHANXAKGNAKFSK-PDBXOOCHSA-N","CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O","dihomo-linolenate (20:3n3 or n6)","dihomolinolenate (20:3n3 or 3n6)","17046-59-2","4471954","HMDB0002925","C03242","5280581","Neg"
100001740,305,46142,146560,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1368,"NAMED","FBPFZTCFMRRESA-UHFFFAOYSA-N","OCC(O)C(O)C(O)C(O)CO","mannitol/sorbitol","mannitol/sorbitol",NA,"440","HMDB0000247,HMDB0000765","C00392,C00794","5780,6251","Polar"
100001743,400,37097,156317,"Amino Acid","Tryptophan Metabolism",269,"NAMED","AOHCBEAZXHZMOR-ZDUSSCGKSA-N","O=C([O-])[C@@H]([N@+](C)(C)C)CC1=CNC2=C1C=CC=C2","tryptophan betaine","tryptophan betaine","20671-76-5","390633","HMDB0061115","C09213","442106","Pos Early"
100001755,209,36098,144223,"Xenobiotics","Benzoate Metabolism",4546,"NAMED","IETVQHUKTKKBFF-UHFFFAOYSA-N","O=S(OC1=CC=C(C=C)C=C1)(O)=O","4-vinylphenol sulfate","4-vinylphenol sulfate","2628-17-3","4932200","HMDB0062775","C05627","6426766","Neg"
100001756,209,36099,144224,"Xenobiotics","Benzoate Metabolism",4544,"NAMED","DWZGLEPNCRFCEP-UHFFFAOYSA-N","O=S(OC1=CC=C(CC)C=C1)(O)=O","4-ethylphenylsulfate","4-ethylphenyl sulfate","123-07-9",NA,"HMDB0062551","C13637","20822574","Neg"
100001757,209,36095,144225,"Xenobiotics","Food Component/Plant",5099,"NAMED","NODSEPOUFZPJEQ-UHFFFAOYSA-N","CC(C)C1=CC=C(C)C=C1OS(=O)(O)=O","thymol sulfate","thymol sulfate","89-83-8","10709958","HMDB0062720","C09908","12456386","Neg"
100001765,305,36749,146966,"Lipid","Fatty Acid, Dicarboxylate",1686,"NAMED","SYEOWUNSTUDKGM-UHFFFAOYSA-N","O=C(O)CC(C)CCC(O)=O","3-methyladipate","3-methyladipate","3058-01-3","11789","HMDB0000555",NA,"12292","Polar"
100001767,209,48428,155071,"Xenobiotics","Food Component/Plant",5139,"NAMED","VTYFITADLSVOAS-UHFFFAOYSA-N","NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO","pyrraline","pyrraline","74509-14-1","19980286","HMDB0033143","C21013","14274616","Neg"
100001768,400,36713,156246,"Carbohydrate","Advanced Glycation End-product",1452,"NAMED","NUXSIDPKKIEIMI-UHFFFAOYSA-N","OC(CNCCCCC(C(O)=O)N)=O","N6-carboxymethyllysine","N6-carboxymethyllysine","5746-04-3","11217184","HMDB0240347",NA,"123800","Pos Early"
100001788,209,46106,143713,"Xenobiotics","Drug - Analgesics, Anesthetics",5415,"NAMED","BNKMSCMOWGCUOF-QMMMGPOBSA-N","C[C@H](C(O)=O)C1=CC2=CC=C(OS(=O)(O)=O)C=C2C=C1","desmethylnaproxen sulfate","desmethylnaproxen sulfate",NA,"160559",NA,NA,"184679","Neg"
100001791,209,33173,142539,"Xenobiotics","Drug - Analgesics, Anesthetics",5401,"NAMED","HRLQZTOIKWEZBN-UHFFFAOYSA-N","CC(NC1=C(O)C=C(OS(=O)(O)=O)C=C1)=O","2-hydroxyacetaminophen sulfate*","2-hydroxyacetaminophen sulfate*",NA,"34448632","HMDB0062547",NA,"86290013","Neg"
100001793,209,47031,148286,"Xenobiotics","Drug - Analgesics, Anesthetics",5402,"NAMED","NZKKXAGORRATJB-UHFFFAOYSA-N","CC(NC1=C(OC)C=C(OS(=O)(O)=O)C=C1)=O","2-methoxyacetaminophen sulfate*","2-methoxyacetaminophen sulfate*",NA,"34448633","HMDB0062550",NA,"86290014","Neg"
100001795,209,33161,153167,"Xenobiotics","Drug - Analgesics, Anesthetics",5403,"NAMED","GDCCQRYSPGZVPX-UHFFFAOYSA-N","CC(NC1=C(OC)C=C(OC2OC(C(O)=O)C(O)C(O)C2O)C=C1)=O","2-methoxyacetaminophen glucuronide*","2-methoxyacetaminophen glucuronide*",NA,"52083351","HMDB0240215",NA,"121596203","Neg"
100001806,209,36845,143732,"Xenobiotics","Benzoate Metabolism",4580,"NAMED","CYGSXDXRHXMAOV-UHFFFAOYSA-N","O=S(OC1=CC=CC=C1C)(O)=O","o-cresol sulfate","o-cresol sulfate",NA,"9790277","HMDB0011635",NA,"11615528","Neg"
100001809,209,36847,143734,"Xenobiotics","Benzoate Metabolism",4541,"NAMED","TXENPQZYQPWRAV-UHFFFAOYSA-N","O=S(OC1=C(CC)C=CC=C1)(O)=O","2-ethylphenylsulfate","2-ethylphenylsulfate",NA,NA,NA,NA,NA,"Neg"
100001810,400,36808,156271,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",505,"NAMED","YDGMGEXADBMOMJ-LURJTMIESA-N","N[C@@H](CCCNC(N(C)C)=N)C(O)=O","dimethylarginine (SDMA + ADMA)","dimethylarginine (ADMA + SDMA)","102783-24-4","110375","HMDB0003334,HMDB0001539","C21189,C03626","123831,169148","Pos Early"
100001843,400,37063,156289,"Peptide","Gamma-glutamyl Amino Acid",647,"NAMED","WQXXXVRAFAKQJM-WHFBIAKZSA-N","C[C@H](NC(CC[C@H](N)C(O)=O)=O)C(O)=O","gamma-glutamylalanine","gamma-glutamylalanine","5875-41-2","389104","HMDB0029142","C03738","440103","Pos Early"
100001851,305,37076,147598,"Amino Acid","Glycine, Serine and Threonine Metabolism",11,"NAMED","JJIHLJJYMXLCOY-BYPYZUCNSA-N","OC[C@@H](C(O)=O)NC(C)=O","N-acetylserine","N-acetylserine","97-14-3","58744","HMDB0002931",NA,"65249","Polar"
100001859,305,37112,145854,"Lipid","Inositol Metabolism",2219,"NAMED","CDAISMWEOUEBRE-LKPKBOIGSA-N","O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O","chiro-inositol","chiro-inositol","643-12-9","10254647","HMDB0240209","C19891",NA,"Polar"
100001868,209,37181,144354,"Xenobiotics","Food Component/Plant",5110,"NAMED","KFDHKOFCRYUXLA-UHFFFAOYSA-N","C=CCC1=CC=C(OS(=O)(O)=O)C=C1","4-allylphenol sulfate","4-allylphenol sulfate",NA,NA,NA,NA,"66633409","Neg"
100001872,402,52235,164206,"Lipid","Phosphatidylserine (PS)",2525,"NAMED","SVOUGFFDROZBJI-DNALCEECSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)",NA,NA,"HMDB0012383",NA,"24779545","Pos Late"
100001873,402,52696,208077,"Lipid","Phosphatidylserine (PS)",2528,"NAMED","XDVCLLIJRCKNQN-DYXVXJCOSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C)=O","1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*","1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*","474943-18-5",NA,"HMDB0010167",NA,"24779546","Pos Late"
100001876,402,52605,165336,"Lipid","Sphingolipid Synthesis",3019,"NAMED","YHEDRJPUIRMZMP-UHFFFAOYSA-N","OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O","sphinganine-1-phosphate","sphinganine-1-phosphate","19794-97-9","505","HMDB0001383",NA,"520","Pos Late"
100001925,400,37104,156323,"Peptide","Dipeptide",777,"NAMED","SZJNCZMRZAUNQT-IUCAKERBSA-N","O=C(N[C@H]1CC(C)C)[C@H]2N(CCC2)C1=O","cyclo(leu-pro)","cyclo(leu-pro)","2873-36-1","5428292","HMDB0034276",NA,"7074739","Pos Early"
100001933,402,37033,158830,"Xenobiotics","Drug - Neurological",5844,"NAMED","FFGPTBGBLSHEPO-UHFFFAOYSA-N","O=C(N1C2=C(C=CC3=CC=CC=C13)C=CC=C2)N","carbamazepine","carbamazepine","298-46-4","2457","HMDB0014704","C06868,D00252","2554","Pos Late"
100001948,400,37058,156287,"Energy","TCA Cycle",1464,"NAMED","HAEVNYBCYZZDFL-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O","succinylcarnitine (C4-DC)","succinylcarnitine (C4-DC)","256928-74-2","28639166","HMDB0061717",NA,"71464481","Pos Early"
100001950,209,32586,146813,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4429,"NAMED","BPYKTIZUTYGOLE-VVCLLGATSA-N","CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2","bilirubin (E,E)*","bilirubin (E,E)*",NA,"4474753","HMDB0240584",NA,"129320511","Neg"
100001951,402,47886,160233,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",4430,"NAMED","BPYKTIZUTYGOLE-BMNRKXRESA-N","CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2","bilirubin (E,Z or Z,E)*","bilirubin (E,Z or Z,E)*",NA,"4705847","HMDB0000488","C00486","5799469","Pos Late"
100001956,400,37431,156358,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",525,"NAMED","CWLQUGTUXBXTLF-UHFFFAOYSA-N","O=C(O)C1N(C)CCC1","N-methylproline","N-methylproline","475-11-6","541","HMDB0094696",NA,"643474","Pos Early"
100001977,402,57591,211608,"Cofactors and Vitamins","Vitamin A Metabolism",4455,"NAMED","DMASLKHVQRHNES-QQGJMDNJSA-N","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CC(O)C1","beta-cryptoxanthin","beta-cryptoxanthin","472-70-8","4904571","HMDB0033844","C08591","5281235","Pos Late"
100001987,209,37190,144226,"Lipid","Androgenic Steroids",3405,"NAMED","JHFAETDERBWUOO-ARKAXQQOSA-N","C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)([H])C[C@@H](OS(=O)(O)=O)CC1","5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate","571-20-0",NA,"HMDB00493","C12525","90186325","Neg"
100001988,209,37198,144254,"Lipid","Progestin Steroids",3299,"NAMED","LSQGWMYMIHQKSA-VNCHAANSSA-N","C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)([H])C[C@@H](OS(=O)(O)=O)CC1","5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate",NA,NA,"HMDB0094650",NA,"118703093","Neg"
100001989,209,32599,142563,"Lipid","Secondary Bile Acid Metabolism",3554,"NAMED","HCXZDHWUVRQLGC-UHFFFAOYSA-N","O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCC(O)=O)=O)C)=C1)(O)=O","glycocholenate sulfate*","glycocholenate sulfate*",NA,NA,NA,NA,NA,"Neg"
100001990,209,32807,142566,"Lipid","Secondary Bile Acid Metabolism",3555,"NAMED","OEDITLKCLMKBOM-UHFFFAOYSA-N","O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCCS(=O)(O)=O)=O)C)=C1)(O)=O","taurocholenate sulfate*","taurocholenate sulfate*",NA,NA,NA,NA,NA,"Neg"
100001992,209,37202,144229,"Lipid","Androgenic Steroids",3382,"NAMED","UWPTUYJASNIIJM-QJIZPQHZSA-N","C[C@@]12C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C[C@@H](OS(=O)(O)=O)CC1","androstenediol (3beta,17beta) disulfate (1)","androstenediol (3beta,17beta) disulfate (1)",NA,NA,"HMDB0240313","C04295","87120982","Neg"
100001993,209,32562,149820,"Lipid","Pregnenolone Steroids",3279,"NAMED","RKYCGXFEFAPXIP-BWUXAKENSA-N","C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)=CC(OS(=O)(O)=O)CC1","pregnenediol disulfate (C21H34O8S2)*","pregnen-diol disulfate*",NA,NA,NA,NA,NA,"Neg"
100001994,209,37203,144269,"Lipid","Androgenic Steroids",3383,"NAMED","UWPTUYJASNIIJM-QJIZPQHZSA-N","C[C@]12C(CCC3C1CC[C@]4(C3CC[C@@H]4OS(=O)(O)=O)C)=C[C@H](CC2)OS(=O)(O)=O","androstenediol (3beta,17beta) disulfate (2)","androstenediol (3beta,17beta) disulfate (2)",NA,NA,"HMDB0240313",NA,"87120982","Neg"
100001999,209,46115,143743,"Lipid","Pregnenolone Steroids",3272,"NAMED","CBOVWLYQUCVTFA-WGKOQXAXSA-N","C[C@@]1([C@H]2[C@@](COS(=O)(O)=O)=O)[C@](CC2)([H])[C@@](CC=C3[C@@]4(CC[C@H](OS(=O)(O)=O)C3)C)([H])[C@@]4([H])CC1","21-hydroxypregnenolone disulfate","21-hydroxypregnenolone disulfate","1164-98-3","118625",NA,NA,"134595","Neg"
100002007,209,37182,144256,"Lipid","Androgenic Steroids",3378,"NAMED","JHFAETDERBWUOO-SKIFDASYSA-N","O=S(O[C@H]1C2(C)C(CC1)C(CCC3C4(C)CC[C@@H](OS(=O)(O)=O)C3)C4CC2)(O)=O","5alpha-androstan-3alpha,17alpha-diol disulfate","5alpha-androstan-3alpha,17alpha-diol disulfate",NA,NA,NA,NA,NA,"Neg"
100002008,209,37183,144260,"Lipid","Androgenic Steroids",3377,"NAMED","LERFMBCTNMFXCT-SKIFDASYSA-N","O[C@H]1C2(C)C(CC1)C(CCC3C4(C)CC[C@@H](OS(=O)(O)=O)C3)C4CC2","5alpha-androstan-3alpha,17alpha-diol monosulfate","5alpha-androstan-3alpha,17alpha-diol monosulfate",NA,NA,"HMDB0000412",NA,NA,"Neg"
100002009,209,37196,144279,"Lipid","Progestin Steroids",3290,"NAMED","NOGKXXMAHGCQBS-VNCHAANSSA-N","O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C1","5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",NA,NA,"HMDB0240580",NA,NA,"Neg"
100002014,209,37200,144283,"Lipid","Progestin Steroids",3293,"NAMED","ZIVKBPVUJZDVBI-MHACIFFSSA-N","C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4[C@](C)([H])O)([H])C[C@@H](OS(=O)(O)=O)CC1","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",NA,NA,NA,NA,NA,"Neg"
100002015,209,46172,144285,"Lipid","Progestin Steroids",3300,"NAMED","LSQGWMYMIHQKSA-UHFFFAOYSA-N","CC(OS(=O)(O)=O)C1CCC2C3CCC4CC(OS(=O)(O)=O)CCC4(C)C3CCC21C","5alpha-pregnan-diol disulfate","5alpha-pregnan-diol disulfate",NA,"4302261","HMDB0240581,HMDB0240582",NA,"3082277,5127902","Neg"
100002017,209,37184,144264,"Lipid","Androgenic Steroids",3399,"NAMED","JHFAETDERBWUOO-ILBJSTGGSA-N","C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)([H])C[C@H](OS(=O)(O)=O)CC1","5alpha-androstan-3alpha,17beta-diol disulfate","5alpha-androstan-3alpha,17beta-diol disulfate",NA,NA,"HMDB0094682",NA,"56639109","Neg"
100002018,209,37186,144270,"Lipid","Androgenic Steroids",3397,"NAMED","LERFMBCTNMFXCT-ILBJSTGGSA-N","C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1","5alpha-androstan-3alpha,17beta-diol monosulfate (1)","5alpha-androstan-3alpha,17beta-diol monosulfate (1)",NA,NA,NA,NA,"121596226,121596225","Neg"
100002021,209,37187,144291,"Lipid","Androgenic Steroids",3408,"NAMED","JHFAETDERBWUOO-ILSMVHKQSA-N","O=S(O[C@@H]1CCC2C3CC[C@@]4([H])C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C)(O)=O","5alpha-androstan-3beta,17alpha-diol disulfate","5alpha-androstan-3beta,17alpha-diol disulfate",NA,NA,"HMDB0094682",NA,"56639109","Neg"
100002024,209,37192,144276,"Lipid","Androgenic Steroids",3404,"NAMED","KWYNDVHEQWYGIL-ARKAXQQOSA-N","O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)([H])C1","5alpha-androstan-3beta,17beta-diol monosulfate (2)","5alpha-androstan-3beta,17beta-diol monosulfate (2)",NA,NA,NA,NA,NA,"Neg"
